age,gender,married,dependents,education,employment_type,years_at_job,annual_income,coapplicant_income,credit_score,credit_history,loan_amount,loan_amount_term,loan_purpose,property_area,collateral_value,loan_status
29,Female,No,0,Not Graduate,Salaried,1,107,152,579,Bad,405,360,Car,Urban,875,Rejected
27,Female,Yes,2,Not Graduate,Self-Employed,26,379,356,840,Good,103,240,Other,Urban,757,Approved
36,Male,Yes,1,Graduate,Self-Employed,8,889,373,791,Good,526,480,Car,Semiurban,688,Approved
39,Male,No,0,Not Graduate,Salaried,27,574,368,795,Good,292,360,Personal,Rural,808,Approved
59,Male,Yes,3,Not Graduate,Business,25,1810,762,385,Good,562,180,Car,Semiurban,787,Rejected
26,Male,No,3,Graduate,Self-Employed,17,1668,747,456,Good,628,360,Car,Urban,273,Rejected
31,Male,No,3,Graduate,Salaried,1,1951,399,575,Good,104,300,Car,Urban,457,Rejected
32,Female,No,0,Graduate,Business,20,637,135,749,Good,689,480,Education,Urban,420,Rejected
62,Male,No,1,Graduate,Salaried,9,271,27,367,Good,403,300,Business,Rural,3,Rejected
33,Male,No,1,Graduate,Self-Employed,8,1510,106,574,Good,93,360,Home,Semiurban,739,Rejected
32,Female,Yes,1,Not Graduate,Unemployed,2,1183,838,699,Good,404,240,Other,Semiurban,630,Approved
41,Female,Yes,2,Graduate,Salaried,8,1119,895,598,Good,445,240,Home,Semiurban,36,Rejected
30,Male,No,1,Graduate,Unemployed,3,201,347,406,Bad,419,360,Education,Urban,111,Rejected
40,Male,No,0,Graduate,Unemployed,28,749,734,511,Good,629,360,Personal,Urban,104,Rejected
56,Female,No,0,Not Graduate,Self-Employed,12,372,441,687,Good,319,180,Car,Semiurban,145,Rejected
48,Male,No,1,Graduate,Business,27,1310,157,570,Good,700,360,Personal,Rural,469,Rejected
44,Female,Yes,3,Not Graduate,Unemployed,18,1002,252,854,Good,475,180,Education,Semiurban,173,Rejected
25,Male,Yes,2,Not Graduate,Business,20,1521,386,585,Bad,281,300,Other,Rural,846,Rejected
57,Male,Yes,2,Not Graduate,Self-Employed,11,453,684,406,Good,272,300,Education,Semiurban,691,Rejected
32,Male,Yes,0,Not Graduate,Self-Employed,11,1755,954,598,Good,164,180,Business,Semiurban,228,Rejected
55,Male,Yes,2,Not Graduate,Self-Employed,22,849,68,313,Good,733,300,Personal,Semiurban,234,Rejected
60,Female,Yes,3,Graduate,Business,14,437,610,897,Good,660,360,Home,Semiurban,563,Rejected
22,Female,No,1,Not Graduate,Salaried,27,553,183,601,Good,51,360,Home,Semiurban,612,Rejected
61,Male,Yes,2,Not Graduate,Unemployed,22,373,643,634,Bad,89,240,Home,Semiurban,401,Rejected
59,Male,Yes,2,Graduate,Self-Employed,11,1473,508,320,Good,453,480,Other,Rural,430,Rejected
62,Male,No,0,Graduate,Unemployed,1,337,24,631,Good,149,360,Education,Semiurban,945,Rejected
29,Male,No,3,Not Graduate,Business,26,1318,456,774,Good,541,180,Home,Rural,898,Approved
42,Female,No,0,Graduate,Business,29,1553,302,488,Bad,743,300,Education,Rural,237,Rejected
25,Female,No,0,Not Graduate,Unemployed,11,1576,629,502,Good,366,480,Home,Semiurban,295,Rejected
32,Male,No,2,Graduate,Salaried,6,337,168,364,Good,415,360,Other,Semiurban,917,Rejected
21,Female,Yes,0,Not Graduate,Self-Employed,6,982,499,708,Good,332,300,Business,Rural,218,Approved
64,Female,No,0,Not Graduate,Salaried,17,1035,864,798,Good,72,180,Car,Rural,439,Approved
42,Male,No,2,Not Graduate,Unemployed,25,541,4,764,Good,101,180,Personal,Semiurban,754,Approved
58,Male,No,2,Graduate,Self-Employed,24,1896,166,882,Good,54,360,Education,Urban,383,Approved
39,Male,Yes,2,Graduate,Self-Employed,29,1709,123,731,Bad,348,360,Business,Rural,569,Rejected
36,Female,No,1,Graduate,Unemployed,23,1680,837,406,Good,412,180,Personal,Urban,752,Rejected
51,Female,No,3,Graduate,Self-Employed,11,1865,327,772,Good,561,300,Car,Semiurban,592,Approved
23,Female,Yes,1,Not Graduate,Salaried,17,1719,538,334,Good,688,240,Education,Semiurban,191,Rejected
43,Female,No,2,Graduate,Business,5,1699,107,503,Good,448,180,Other,Urban,409,Rejected
62,Male,Yes,3,Graduate,Business,7,1485,482,797,Good,321,180,Business,Urban,575,Approved
38,Male,Yes,0,Not Graduate,Unemployed,24,1840,407,563,Good,345,180,Car,Semiurban,926,Rejected
46,Male,No,3,Not Graduate,Business,16,222,306,715,Good,480,360,Business,Rural,166,Rejected
33,Female,Yes,2,Graduate,Business,14,279,738,345,Bad,292,240,Personal,Semiurban,939,Rejected
38,Male,No,1,Not Graduate,Unemployed,11,589,282,696,Bad,114,360,Car,Urban,236,Rejected
23,Male,No,3,Graduate,Unemployed,6,1636,167,588,Bad,386,180,Other,Urban,712,Rejected
43,Female,No,0,Graduate,Self-Employed,28,1113,863,556,Bad,623,300,Car,Urban,363,Rejected
23,Male,Yes,1,Graduate,Unemployed,25,833,654,366,Good,397,360,Car,Rural,680,Rejected
45,Female,Yes,1,Not Graduate,Salaried,20,1607,941,379,Bad,350,360,Education,Urban,545,Rejected
47,Female,Yes,1,Not Graduate,Unemployed,24,272,583,733,Good,58,360,Home,Rural,62,Approved
64,Male,Yes,1,Not Graduate,Self-Employed,12,201,670,425,Good,459,480,Car,Rural,922,Rejected
47,Male,Yes,0,Not Graduate,Self-Employed,28,684,107,715,Good,653,180,Personal,Rural,883,Rejected
59,Female,No,2,Not Graduate,Unemployed,11,588,455,791,Bad,50,300,Home,Semiurban,903,Rejected
45,Male,No,0,Graduate,Salaried,15,1169,934,309,Good,567,480,Education,Urban,528,Rejected
44,Male,No,2,Graduate,Self-Employed,24,516,221,684,Good,564,480,Other,Semiurban,551,Rejected
28,Female,Yes,2,Not Graduate,Salaried,18,1032,343,754,Good,204,240,Home,Semiurban,843,Approved
29,Male,Yes,3,Graduate,Self-Employed,9,287,677,562,Good,408,180,Other,Urban,571,Rejected
57,Female,Yes,0,Graduate,Business,22,1754,1,665,Good,247,360,Car,Rural,876,Approved
50,Female,No,2,Not Graduate,Self-Employed,15,404,31,367,Bad,524,180,Other,Semiurban,599,Rejected
39,Female,No,0,Not Graduate,Self-Employed,11,681,249,431,Good,770,480,Other,Urban,555,Rejected
36,Female,Yes,0,Not Graduate,Self-Employed,27,1268,431,644,Good,724,480,Home,Rural,684,Rejected
44,Male,No,2,Graduate,Self-Employed,2,1369,822,816,Good,646,300,Personal,Semiurban,761,Approved
64,Male,Yes,2,Not Graduate,Self-Employed,3,1914,966,610,Good,323,180,Home,Rural,692,Rejected
41,Male,No,1,Graduate,Unemployed,23,776,96,878,Good,379,240,Education,Semiurban,156,Rejected
56,Female,Yes,3,Not Graduate,Unemployed,0,165,598,740,Bad,517,480,Car,Urban,819,Rejected
60,Male,Yes,2,Not Graduate,Salaried,3,1461,508,374,Good,225,360,Personal,Urban,996,Rejected
59,Female,No,2,Not Graduate,Business,3,585,92,375,Good,721,180,Personal,Urban,204,Rejected
26,Female,No,2,Not Graduate,Unemployed,2,447,173,546,Good,226,300,Business,Semiurban,324,Rejected
25,Male,Yes,3,Not Graduate,Business,17,1649,287,850,Bad,776,180,Education,Urban,657,Rejected
34,Male,No,0,Graduate,Salaried,23,1890,812,379,Bad,226,360,Other,Semiurban,358,Rejected
62,Female,No,1,Graduate,Salaried,21,313,48,660,Good,518,180,Business,Rural,972,Rejected
24,Female,No,1,Not Graduate,Self-Employed,17,996,111,821,Good,204,480,Car,Urban,375,Approved
28,Female,Yes,0,Not Graduate,Unemployed,7,1742,220,637,Good,321,180,Business,Semiurban,884,Rejected
44,Female,No,3,Graduate,Self-Employed,28,909,267,328,Good,598,180,Education,Semiurban,527,Rejected
31,Male,No,3,Not Graduate,Self-Employed,7,466,630,555,Good,323,480,Car,Rural,509,Rejected
37,Male,No,2,Not Graduate,Salaried,6,1290,245,453,Bad,230,480,Business,Semiurban,614,Rejected
41,Male,No,3,Graduate,Self-Employed,7,1295,549,841,Bad,55,480,Car,Semiurban,860,Rejected
46,Female,Yes,3,Graduate,Salaried,24,1342,385,876,Good,162,480,Other,Semiurban,317,Approved
63,Female,Yes,2,Graduate,Unemployed,15,429,198,794,Good,672,360,Home,Rural,781,Rejected
64,Male,Yes,0,Graduate,Unemployed,2,517,807,826,Bad,195,300,Home,Semiurban,935,Rejected
47,Male,No,1,Graduate,Self-Employed,14,1049,61,318,Good,210,240,Home,Rural,213,Rejected
36,Male,Yes,0,Not Graduate,Salaried,17,1297,135,327,Bad,444,300,Education,Urban,595,Rejected
46,Female,No,0,Graduate,Unemployed,10,1100,402,796,Good,549,180,Education,Urban,156,Rejected
53,Female,Yes,2,Graduate,Business,29,1412,701,652,Good,52,360,Education,Semiurban,547,Approved
51,Female,Yes,0,Graduate,Unemployed,28,851,181,360,Bad,741,480,Other,Urban,351,Rejected
26,Male,No,3,Graduate,Salaried,22,670,501,337,Good,668,480,Business,Urban,508,Rejected
64,Male,No,0,Graduate,Self-Employed,1,264,804,654,Bad,259,240,Personal,Semiurban,139,Rejected
28,Male,No,0,Not Graduate,Salaried,18,619,968,587,Good,589,360,Other,Semiurban,213,Rejected
27,Male,Yes,2,Not Graduate,Self-Employed,15,119,14,596,Good,152,360,Home,Rural,784,Rejected
54,Male,No,2,Graduate,Unemployed,5,804,792,512,Good,85,300,Car,Urban,878,Rejected
64,Male,No,1,Not Graduate,Self-Employed,8,730,191,698,Good,373,180,Education,Semiurban,365,Approved
34,Female,No,3,Not Graduate,Self-Employed,14,1684,395,300,Good,449,300,Other,Rural,923,Rejected
36,Male,Yes,3,Not Graduate,Self-Employed,8,554,578,726,Good,428,360,Other,Semiurban,829,Rejected
63,Male,No,1,Not Graduate,Self-Employed,28,1378,202,697,Good,646,180,Car,Semiurban,845,Approved
29,Female,Yes,1,Not Graduate,Business,9,1949,991,429,Good,588,180,Personal,Semiurban,43,Rejected
30,Female,Yes,2,Graduate,Business,1,1966,87,307,Good,64,360,Personal,Semiurban,544,Rejected
37,Female,No,1,Not Graduate,Self-Employed,14,202,264,310,Good,229,180,Car,Rural,829,Rejected
32,Female,No,0,Graduate,Salaried,0,1057,20,319,Good,642,240,Education,Rural,664,Rejected
26,Female,No,1,Graduate,Salaried,5,234,415,855,Good,309,480,Education,Rural,236,Rejected
39,Female,No,0,Not Graduate,Unemployed,22,1888,901,614,Good,237,480,Education,Urban,460,Rejected
63,Male,Yes,1,Graduate,Business,23,1543,211,316,Good,603,480,Other,Urban,808,Rejected
61,Male,No,2,Graduate,Unemployed,12,1847,613,544,Good,742,180,Personal,Rural,533,Rejected
49,Male,No,3,Not Graduate,Unemployed,19,196,619,494,Good,776,300,Home,Urban,194,Rejected
26,Male,Yes,0,Graduate,Business,6,850,271,431,Bad,162,180,Home,Semiurban,373,Rejected
45,Female,Yes,3,Not Graduate,Self-Employed,24,1694,306,515,Good,150,480,Personal,Semiurban,639,Rejected
44,Female,No,0,Not Graduate,Salaried,16,1887,347,528,Good,764,300,Home,Semiurban,257,Rejected
45,Male,No,3,Graduate,Unemployed,18,570,341,552,Good,173,360,Business,Urban,114,Rejected
36,Female,No,2,Not Graduate,Salaried,20,1883,249,623,Good,304,180,Car,Urban,45,Rejected
36,Female,No,0,Not Graduate,Self-Employed,27,674,298,378,Good,373,180,Business,Urban,219,Rejected
26,Male,No,1,Not Graduate,Unemployed,29,891,470,773,Bad,500,360,Car,Rural,563,Rejected
57,Male,Yes,2,Not Graduate,Salaried,22,288,800,358,Bad,334,360,Other,Semiurban,223,Rejected
41,Male,Yes,3,Not Graduate,Business,28,492,646,735,Good,611,480,Business,Semiurban,901,Rejected
24,Male,Yes,0,Not Graduate,Unemployed,20,1018,267,600,Good,267,480,Education,Semiurban,223,Rejected
54,Male,No,2,Not Graduate,Self-Employed,16,721,274,573,Good,112,480,Business,Urban,148,Rejected
48,Male,No,3,Graduate,Unemployed,0,147,814,554,Good,566,360,Car,Semiurban,774,Rejected
58,Male,No,0,Not Graduate,Unemployed,16,155,756,605,Bad,437,360,Other,Rural,567,Rejected
61,Male,No,0,Not Graduate,Salaried,23,1674,373,589,Good,608,360,Other,Urban,685,Rejected
48,Female,Yes,2,Not Graduate,Salaried,6,1989,63,353,Bad,476,240,Other,Urban,237,Rejected
37,Male,Yes,3,Graduate,Business,2,1513,845,481,Good,528,300,Car,Rural,275,Rejected
34,Female,No,3,Graduate,Self-Employed,3,742,536,607,Good,232,480,Personal,Urban,207,Rejected
27,Male,No,0,Not Graduate,Business,13,728,220,713,Good,365,240,Other,Urban,548,Approved
42,Female,No,3,Not Graduate,Salaried,23,393,710,352,Good,555,180,Other,Rural,50,Rejected
21,Male,Yes,1,Not Graduate,Self-Employed,29,865,698,451,Good,495,240,Car,Urban,503,Rejected
49,Male,Yes,1,Graduate,Business,11,235,659,605,Good,296,300,Education,Semiurban,798,Rejected
51,Male,No,0,Graduate,Unemployed,6,651,948,728,Bad,704,480,Car,Urban,249,Rejected
50,Male,No,3,Not Graduate,Business,22,1516,478,389,Good,370,300,Car,Rural,682,Rejected
35,Male,Yes,0,Graduate,Self-Employed,28,946,676,690,Good,774,360,Home,Urban,569,Rejected
38,Female,No,1,Not Graduate,Unemployed,13,419,233,798,Good,373,360,Education,Semiurban,349,Rejected
55,Male,Yes,0,Not Graduate,Salaried,29,1857,549,344,Good,643,240,Business,Rural,571,Rejected
50,Male,No,0,Not Graduate,Unemployed,21,276,765,896,Good,89,360,Other,Rural,394,Approved
54,Male,Yes,2,Graduate,Self-Employed,24,1703,99,761,Bad,754,240,Home,Semiurban,576,Rejected
62,Female,No,2,Graduate,Unemployed,21,576,613,333,Bad,761,240,Car,Semiurban,888,Rejected
31,Female,Yes,1,Graduate,Business,12,260,355,438,Good,298,360,Home,Rural,174,Rejected
47,Female,Yes,3,Not Graduate,Business,16,1769,404,348,Good,367,300,Home,Urban,922,Rejected
44,Female,No,1,Not Graduate,Unemployed,4,1408,63,723,Good,187,240,Car,Semiurban,221,Approved
55,Female,Yes,3,Graduate,Self-Employed,28,630,595,626,Good,562,240,Education,Urban,613,Rejected
59,Female,No,3,Not Graduate,Self-Employed,7,840,872,398,Good,611,240,Car,Rural,661,Rejected
28,Male,Yes,2,Graduate,Self-Employed,10,510,558,418,Good,720,240,Home,Semiurban,448,Rejected
38,Male,No,2,Graduate,Self-Employed,29,1838,944,531,Bad,663,240,Education,Rural,470,Rejected
33,Male,No,1,Not Graduate,Business,26,1869,868,811,Good,367,240,Education,Urban,561,Approved
44,Female,Yes,1,Graduate,Self-Employed,21,108,868,337,Bad,418,180,Education,Rural,231,Rejected
43,Male,No,1,Not Graduate,Self-Employed,14,1587,352,428,Good,204,360,Other,Semiurban,324,Rejected
32,Male,No,2,Not Graduate,Unemployed,20,1750,605,410,Good,93,240,Education,Semiurban,608,Rejected
50,Female,No,2,Not Graduate,Unemployed,14,1781,499,321,Good,468,300,Car,Urban,541,Rejected
51,Male,No,0,Graduate,Business,24,859,209,640,Good,697,300,Other,Rural,924,Rejected
48,Male,Yes,1,Graduate,Business,22,1520,433,500,Good,526,240,Education,Urban,831,Rejected
42,Male,Yes,0,Graduate,Business,12,170,638,783,Good,633,480,Education,Rural,970,Rejected
64,Female,No,3,Graduate,Self-Employed,6,692,513,304,Good,412,240,Home,Urban,851,Rejected
48,Female,Yes,1,Not Graduate,Unemployed,16,1068,491,842,Bad,96,300,Business,Urban,97,Rejected
33,Male,No,2,Graduate,Unemployed,17,1667,969,364,Good,242,360,Car,Urban,707,Rejected
45,Male,No,1,Graduate,Self-Employed,11,893,560,897,Good,540,240,Other,Rural,592,Rejected
64,Female,No,1,Not Graduate,Salaried,28,973,443,389,Good,183,480,Business,Rural,330,Rejected
27,Female,Yes,2,Not Graduate,Self-Employed,14,1303,264,584,Good,483,180,Home,Semiurban,647,Rejected
26,Female,No,2,Not Graduate,Salaried,25,249,21,737,Good,783,300,Education,Semiurban,21,Rejected
44,Female,No,3,Not Graduate,Self-Employed,4,511,278,468,Good,425,300,Car,Rural,895,Rejected
39,Male,Yes,1,Graduate,Business,18,691,53,774,Good,361,240,Education,Urban,833,Approved
39,Female,No,1,Not Graduate,Salaried,7,1607,691,503,Good,792,180,Business,Semiurban,293,Rejected
56,Male,Yes,1,Graduate,Salaried,3,1596,41,334,Good,263,240,Home,Semiurban,744,Rejected
29,Female,Yes,1,Graduate,Business,22,895,177,738,Bad,242,480,Education,Urban,736,Rejected
56,Male,Yes,3,Graduate,Salaried,4,640,196,525,Good,702,480,Home,Urban,418,Rejected
58,Female,No,1,Not Graduate,Unemployed,21,1485,818,844,Good,610,480,Home,Semiurban,808,Approved
60,Female,No,3,Not Graduate,Self-Employed,22,1956,622,597,Good,478,360,Business,Urban,522,Rejected
49,Female,No,3,Graduate,Salaried,7,770,976,642,Good,690,480,Other,Rural,538,Rejected
44,Male,No,2,Graduate,Business,18,705,865,401,Good,625,180,Car,Urban,605,Rejected
25,Male,No,1,Not Graduate,Self-Employed,18,715,263,894,Good,272,180,Car,Rural,996,Approved
62,Male,No,2,Not Graduate,Salaried,1,124,550,677,Good,646,360,Home,Semiurban,99,Rejected
46,Male,No,3,Graduate,Self-Employed,5,1186,638,800,Good,698,480,Personal,Semiurban,843,Approved
34,Female,No,0,Graduate,Salaried,26,1879,278,457,Good,540,240,Other,Semiurban,866,Rejected
59,Female,No,0,Not Graduate,Unemployed,29,1816,460,647,Good,745,480,Personal,Urban,119,Rejected
49,Female,No,1,Not Graduate,Business,17,1013,568,373,Good,437,300,Other,Rural,480,Rejected
26,Male,No,0,Graduate,Unemployed,16,1544,41,580,Good,443,480,Business,Semiurban,885,Rejected
27,Female,No,2,Not Graduate,Unemployed,16,1614,876,569,Bad,127,180,Personal,Semiurban,238,Rejected
57,Female,Yes,0,Not Graduate,Salaried,24,416,785,620,Good,650,360,Personal,Semiurban,826,Rejected
38,Female,Yes,0,Not Graduate,Unemployed,16,1452,49,713,Bad,424,300,Car,Semiurban,748,Rejected
43,Male,No,3,Graduate,Business,14,1202,601,824,Good,397,240,Home,Urban,801,Approved
64,Male,No,2,Not Graduate,Self-Employed,6,1984,591,644,Good,348,360,Personal,Rural,715,Rejected
58,Female,Yes,1,Not Graduate,Self-Employed,4,456,956,823,Good,230,180,Education,Rural,138,Approved
21,Male,Yes,2,Not Graduate,Self-Employed,21,1000,813,451,Good,419,480,Car,Urban,795,Rejected
24,Male,No,2,Not Graduate,Salaried,25,1690,165,625,Good,314,480,Business,Rural,829,Rejected
64,Female,No,1,Not Graduate,Business,24,1039,554,884,Good,401,300,Business,Semiurban,489,Approved
55,Female,No,2,Not Graduate,Salaried,18,1580,177,849,Bad,728,300,Other,Urban,847,Rejected
43,Male,No,3,Not Graduate,Unemployed,21,712,631,625,Good,153,360,Education,Rural,938,Rejected
47,Male,No,1,Not Graduate,Business,6,1133,968,408,Good,635,300,Car,Rural,375,Rejected
46,Female,Yes,3,Graduate,Unemployed,1,1916,549,334,Bad,178,360,Business,Urban,354,Rejected
28,Female,No,2,Graduate,Business,14,1696,773,327,Good,286,180,Home,Rural,99,Rejected
63,Female,Yes,0,Not Graduate,Self-Employed,21,794,772,597,Good,389,480,Business,Semiurban,953,Rejected
36,Female,Yes,1,Graduate,Business,13,585,457,763,Good,195,480,Personal,Semiurban,805,Approved
61,Female,No,1,Not Graduate,Salaried,5,877,982,541,Good,602,300,Education,Urban,502,Rejected
23,Female,No,0,Not Graduate,Self-Employed,20,1993,325,577,Good,340,360,Personal,Rural,65,Rejected
52,Female,Yes,0,Graduate,Business,6,1015,908,478,Good,633,300,Education,Rural,258,Rejected
25,Male,No,1,Graduate,Salaried,8,1293,648,642,Good,509,240,Education,Rural,789,Rejected
40,Male,Yes,0,Not Graduate,Salaried,22,162,421,503,Bad,339,240,Personal,Semiurban,69,Rejected
34,Female,Yes,3,Not Graduate,Unemployed,1,1068,799,722,Good,338,240,Business,Rural,296,Rejected
52,Male,No,2,Not Graduate,Self-Employed,19,604,911,676,Bad,502,480,Home,Rural,336,Rejected
46,Male,No,3,Graduate,Business,0,1382,80,455,Bad,713,360,Education,Urban,501,Rejected
26,Female,No,2,Graduate,Business,17,1550,95,751,Bad,459,480,Personal,Semiurban,217,Rejected
56,Female,Yes,2,Not Graduate,Self-Employed,24,1582,415,730,Good,483,180,Education,Rural,568,Approved
60,Female,Yes,0,Not Graduate,Unemployed,11,103,643,530,Good,166,240,Car,Semiurban,89,Rejected
25,Male,Yes,0,Not Graduate,Unemployed,6,340,182,551,Good,561,300,Car,Urban,878,Rejected
33,Female,No,3,Graduate,Self-Employed,26,1279,651,371,Good,159,180,Personal,Rural,108,Rejected
52,Female,Yes,0,Not Graduate,Self-Employed,23,396,818,545,Bad,623,180,Home,Semiurban,729,Rejected
36,Male,No,3,Not Graduate,Self-Employed,23,1634,254,832,Good,575,360,Personal,Urban,795,Approved
21,Female,No,1,Not Graduate,Salaried,10,1289,283,603,Good,334,480,Personal,Urban,974,Rejected
33,Male,Yes,3,Graduate,Self-Employed,11,622,764,733,Good,555,300,Other,Rural,225,Rejected
31,Male,No,2,Not Graduate,Unemployed,17,854,389,759,Good,444,480,Home,Urban,934,Approved
28,Female,Yes,1,Not Graduate,Business,4,515,771,489,Good,112,480,Personal,Urban,195,Rejected
45,Female,No,3,Graduate,Business,0,1717,255,590,Good,137,360,Personal,Urban,790,Rejected
60,Female,No,3,Graduate,Unemployed,28,1931,628,379,Good,615,360,Business,Rural,301,Rejected
52,Male,Yes,1,Graduate,Business,24,921,878,883,Good,736,240,Personal,Urban,910,Rejected
44,Female,No,1,Graduate,Unemployed,20,1249,903,560,Good,694,240,Education,Urban,400,Rejected
48,Male,Yes,2,Not Graduate,Salaried,0,1846,284,375,Good,86,480,Other,Rural,99,Rejected
34,Female,No,2,Graduate,Business,26,1843,922,517,Good,676,480,Education,Urban,93,Rejected
23,Female,Yes,2,Graduate,Salaried,22,1510,828,788,Bad,150,480,Business,Urban,97,Rejected
56,Female,Yes,0,Not Graduate,Business,8,1179,315,628,Bad,481,240,Education,Semiurban,480,Rejected
47,Female,No,2,Graduate,Self-Employed,0,1620,981,468,Good,626,240,Business,Rural,821,Rejected
40,Male,No,0,Graduate,Salaried,27,918,445,339,Bad,350,180,Education,Semiurban,489,Rejected
35,Female,Yes,3,Not Graduate,Salaried,11,864,379,357,Bad,243,240,Business,Semiurban,793,Rejected
